Product_ID,Product_Position,Price,Competitors_Price,Promotion,Foot_Traffic,Consumer_Demographics,Product_Category,Seasonal,Sales_Volume,Price_Difference,Price_Ratio,Price_Range,Sales_Performance
113435,Aisle,6.72,3.47,No,Low,Seniors,Food,Yes,2973,3.25,1.9366,Low,High
159182,Front of Store,8.55,4.44,Yes,Medium,Young adults,Electronics,No,1014,4.11,1.9257,Low,Medium
199233,Aisle,13.99,13.2,Yes,Low,Families,Clothing,No,2222,0.79,1.0598,Low,High
137044,Aisle,46.2,45.42,No,Low,Seniors,Electronics,Yes,2534,0.78,1.0172,High,High
154736,Front of Store,9.28,7.91,Yes,Medium,Families,Food,Yes,1466,1.37,1.1732,Low,Medium
141434,Front of Store,46.6,45.81,No,Low,Families,Clothing,Yes,2870,0.79,1.0172,High,High
155659,Aisle,47.38,42.54,Yes,Medium,Seniors,Food,Yes,2654,4.84,1.1138,High,High
168643,End-cap,33.26,32.47,No,High,Seniors,Food,No,2166,0.79,1.0243,High,High
175357,End-cap,23.04,20.07,No,Medium,Families,Clothing,Yes,867,2.97,1.148,Medium,Low
137530,Front of Store,45.45,41.12,No,Medium,College students,Food,No,1522,4.33,1.1053,High,Medium
153482,Aisle,39.56,36.33,Yes,Low,Young adults,Electronics,No,2969,3.23,1.0889,High,High
112593,Aisle,41.98,41.17,No,Medium,Young adults,Food,Yes,2651,0.81,1.0197,High,High
110241,End-cap,28.62,27.0,No,Low,College students,Electronics,No,2353,1.62,1.06,Medium,High
144970,Front of Store,44.16,40.38,No,High,Families,Food,Yes,1461,3.78,1.0936,High,Medium
114822,Front of Store,17.98,16.78,Yes,Low,Young adults,Electronics,No,1698,1.2,1.0715,Medium,Medium
153452,Front of Store,34.49,31.14,Yes,Medium,College students,Electronics,Yes,1563,3.35,1.1076,High,Medium
144264,End-cap,14.56,11.4,Yes,Low,Families,Electronics,Yes,2516,3.16,1.2772,Low,High
128749,Front of Store,44.71,42.78,Yes,Medium,Seniors,Food,No,1061,1.93,1.0451,High,Medium
147955,End-cap,19.47,14.6,No,Medium,College students,Food,Yes,1898,4.87,1.3336,Medium,Medium
142210,Front of Store,42.69,38.51,Yes,High,Families,Clothing,No,1959,4.18,1.1085,High,Medium
110696,Aisle,33.2,32.63,No,High,Families,Clothing,No,2630,0.57,1.0175,High,High
111826,Front of Store,29.04,27.7,No,Low,Seniors,Food,No,1926,1.34,1.0484,Medium,Medium
118116,End-cap,38.6,38.23,No,Medium,Young adults,Clothing,No,1857,0.37,1.0097,High,Medium
152727,Front of Store,15.44,13.43,No,Low,College students,Clothing,Yes,1383,2.01,1.1497,Medium,Medium
198291,Front of Store,21.52,19.8,Yes,Medium,Seniors,Food,No,2475,1.72,1.0869,Medium,High
136227,End-cap,18.39,13.66,No,Medium,College students,Clothing,Yes,2452,4.73,1.3463,Medium,High
144031,End-cap,19.87,19.74,No,High,Families,Electronics,Yes,1470,0.13,1.0066,Medium,Medium
198924,End-cap,22.87,19.29,Yes,High,College students,Clothing,Yes,776,3.58,1.1856,Medium,Low
187922,Front of Store,17.82,17.31,No,Medium,Families,Clothing,Yes,1688,0.51,1.0295,Medium,Medium
168448,End-cap,44.19,40.88,Yes,Medium,College students,Food,Yes,2926,3.31,1.081,High,High
192111,Aisle,20.88,17.54,No,Low,Seniors,Electronics,No,737,3.34,1.1904,Medium,Low
185466,Aisle,14.83,14.72,No,High,Families,Electronics,No,509,0.11,1.0075,Low,Low
174277,End-cap,20.76,20.72,No,Medium,Young adults,Food,Yes,2343,0.04,1.0019,Medium,High
158519,Aisle,16.41,11.61,Yes,Low,Families,Electronics,No,1986,4.8,1.4134,Medium,Medium
178624,Front of Store,23.22,20.6,No,Medium,Young adults,Food,No,1821,2.62,1.1272,Medium,Medium
123728,Aisle,11.53,9.07,Yes,High,Seniors,Electronics,No,2669,2.46,1.2712,Low,High
197954,Aisle,27.06,22.66,Yes,Low,College students,Food,No,2391,4.4,1.1942,Medium,High
133328,Front of Store,16.63,12.63,No,Medium,Young adults,Food,Yes,1241,4.0,1.3167,Medium,Medium
145345,End-cap,37.29,36.95,Yes,High,Young adults,Clothing,No,869,0.34,1.0092,High,Low
116054,Front of Store,43.59,39.42,No,Medium,College students,Electronics,Yes,2931,4.17,1.1058,High,High
173141,Front of Store,16.63,15.78,Yes,Medium,Families,Electronics,Yes,1721,0.85,1.0539,Medium,Medium
178180,Aisle,25.99,24.45,Yes,Medium,College students,Electronics,No,581,1.54,1.063,Medium,Low
129418,End-cap,20.06,16.58,No,Medium,College students,Clothing,Yes,707,3.48,1.2099,Medium,Low
188708,Front of Store,26.67,25.1,Yes,Medium,Young adults,Food,Yes,666,1.57,1.0625,Medium,Low
132833,Aisle,31.79,28.82,Yes,Medium,College students,Electronics,No,642,2.97,1.1031,High,Low
146914,Front of Store,41.24,36.64,No,Low,Seniors,Electronics,No,2745,4.6,1.1255,High,High
113624,Front of Store,47.84,44.86,No,Medium,Families,Food,No,2478,2.98,1.0664,High,High
180250,Front of Store,12.65,12.61,No,Low,Families,Food,Yes,2906,0.04,1.0032,Low,High
137287,Aisle,46.2,45.85,Yes,High,Families,Food,Yes,611,0.35,1.0076,High,Low
150836,End-cap,34.97,31.08,No,High,Young adults,Food,Yes,734,3.89,1.1252,High,Low
151474,End-cap,29.23,26.88,Yes,High,Families,Clothing,Yes,2366,2.35,1.0874,Medium,High
119803,End-cap,43.26,40.82,No,Low,College students,Food,Yes,1580,2.44,1.0598,High,Medium
115986,Front of Store,10.16,6.72,Yes,Medium,Seniors,Electronics,Yes,1971,3.44,1.5119,Low,Medium
181896,Front of Store,10.82,6.8,No,Low,Families,Food,Yes,582,4.02,1.5912,Low,Low
115036,End-cap,45.34,41.26,Yes,Low,Young adults,Food,No,961,4.08,1.0989,High,Low
179683,End-cap,5.58,3.41,Yes,Medium,Families,Clothing,Yes,1847,2.17,1.6364,Low,Medium
151421,Front of Store,26.86,22.38,No,Low,Seniors,Food,Yes,1716,4.48,1.2002,Medium,Medium
169867,End-cap,35.27,33.42,No,Low,Seniors,Electronics,No,1095,1.85,1.0554,High,Medium
191946,Aisle,8.84,8.82,No,Medium,Young adults,Electronics,Yes,1507,0.02,1.0023,Low,Medium
165630,Front of Store,36.42,31.86,Yes,Medium,Young adults,Food,No,2381,4.56,1.1431,High,High
173122,Front of Store,15.04,10.96,Yes,High,Families,Electronics,Yes,1299,4.08,1.3723,Medium,Medium
137617,End-cap,46.48,43.92,No,Medium,Young adults,Electronics,Yes,931,2.56,1.0583,High,Low
181415,Aisle,44.0,42.4,No,Medium,Families,Food,Yes,2179,1.6,1.0377,High,High
141652,End-cap,12.79,11.24,No,High,Young adults,Food,Yes,1634,1.55,1.1379,Low,Medium
161479,End-cap,25.99,23.59,Yes,Medium,Seniors,Food,No,1381,2.4,1.1017,Medium,Medium
152924,End-cap,19.26,15.59,Yes,High,Families,Clothing,No,845,3.67,1.2354,Medium,Low
176510,End-cap,46.46,43.44,No,Medium,Seniors,Food,No,2075,3.02,1.0695,High,High
156390,End-cap,30.51,25.84,No,Medium,College students,Food,No,2962,4.67,1.1807,High,High
177033,Aisle,5.08,3.54,No,Medium,Young adults,Clothing,No,660,1.54,1.435,Low,Low
133753,Front of Store,30.11,26.52,Yes,Medium,Young adults,Electronics,Yes,1418,3.59,1.1354,High,Medium
165841,Aisle,35.69,31.05,Yes,High,Seniors,Food,Yes,2058,4.64,1.1494,High,High
183061,End-cap,33.67,30.14,No,High,College students,Clothing,No,2678,3.53,1.1171,High,High
125175,Front of Store,43.43,41.7,No,Low,Seniors,Electronics,No,1212,1.73,1.0415,High,Medium
115464,Aisle,31.14,28.57,No,Medium,College students,Food,No,1001,2.57,1.09,High,Medium
117231,End-cap,47.65,46.81,No,High,Young adults,Food,No,818,0.84,1.0179,High,Low
154948,End-cap,35.18,34.52,Yes,Medium,Families,Food,Yes,1549,0.66,1.0191,High,Medium
197375,Aisle,17.24,16.93,No,Medium,Seniors,Electronics,No,1135,0.31,1.0183,Medium,Medium
191131,Front of Store,17.29,12.32,No,Low,Seniors,Food,Yes,1833,4.97,1.4034,Medium,Medium
131682,Aisle,41.89,38.32,Yes,Medium,Seniors,Food,Yes,2618,3.57,1.0932,High,High
196276,End-cap,32.26,32.14,No,Medium,Young adults,Electronics,No,1046,0.12,1.0037,High,Medium
190412,Aisle,7.35,4.09,Yes,Medium,Young adults,Electronics,Yes,2656,3.26,1.7971,Low,High
149903,End-cap,38.17,36.06,Yes,High,Families,Clothing,Yes,2673,2.11,1.0585,High,High
189131,Aisle,19.12,16.5,Yes,Low,College students,Food,No,2424,2.62,1.1588,Medium,High
148327,Front of Store,31.77,30.3,Yes,Low,Young adults,Electronics,Yes,1717,1.47,1.0485,High,Medium
189088,Aisle,15.93,14.41,No,Low,Seniors,Electronics,Yes,2116,1.52,1.1055,Medium,High
143305,Aisle,13.33,11.8,No,Medium,Seniors,Food,Yes,2880,1.53,1.1297,Low,High
180943,Front of Store,17.48,13.88,No,High,College students,Clothing,Yes,2734,3.6,1.2594,Medium,High
152059,Front of Store,17.05,12.61,No,High,Seniors,Clothing,No,1091,4.44,1.3521,Medium,Medium
133691,Aisle,49.8,48.64,No,High,Families,Electronics,No,2919,1.16,1.0238,High,High
161644,End-cap,28.16,23.86,No,High,Young adults,Food,Yes,1145,4.3,1.1802,Medium,Medium
132643,Aisle,44.21,43.36,No,High,Families,Food,Yes,566,0.85,1.0196,High,Low
162317,End-cap,21.33,18.04,No,Medium,Young adults,Food,Yes,2517,3.29,1.1824,Medium,High
128592,Front of Store,11.29,10.38,No,Medium,Young adults,Food,No,1086,0.91,1.0877,Low,Medium
192892,Front of Store,35.43,33.8,Yes,High,Young adults,Food,Yes,2623,1.63,1.0482,High,High
197147,Front of Store,44.35,44.32,No,Medium,Families,Food,No,2205,0.03,1.0007,High,High
130871,Front of Store,13.89,10.9,No,Low,College students,Food,Yes,707,2.99,1.2743,Low,Low
184314,Aisle,29.6,25.68,No,Low,Young adults,Clothing,No,2689,3.92,1.1526,Medium,High
131922,Front of Store,40.96,37.77,Yes,Low,College students,Electronics,Yes,1544,3.19,1.0845,High,Medium
130546,End-cap,41.34,38.01,Yes,Medium,Families,Food,Yes,2776,3.33,1.0876,High,High
167541,End-cap,20.15,15.96,Yes,Medium,Seniors,Clothing,Yes,2054,4.19,1.2625,Medium,High
165128,Front of Store,5.8,2.21,Yes,Medium,Families,Food,No,1242,3.59,2.6244,Low,Medium
126255,Front of Store,23.1,22.97,Yes,Low,Seniors,Electronics,Yes,1195,0.13,1.0057,Medium,Medium
176976,End-cap,41.72,41.7,No,Low,Seniors,Clothing,Yes,2825,0.02,1.0005,High,High
185599,Aisle,24.04,19.71,No,Low,Seniors,Food,No,2656,4.33,1.2197,Medium,High
167273,End-cap,5.55,3.4,No,Medium,Families,Food,No,1598,2.15,1.6324,Low,Medium
189296,End-cap,39.0,34.9,Yes,High,Families,Clothing,No,1452,4.1,1.1175,High,Medium
125082,End-cap,29.75,28.24,No,Low,College students,Electronics,No,1446,1.51,1.0535,Medium,Medium
116920,Aisle,32.25,29.15,Yes,High,Seniors,Clothing,No,1634,3.1,1.1063,High,Medium
111320,End-cap,44.51,43.38,No,Medium,Seniors,Clothing,Yes,1098,1.13,1.026,High,Medium
172247,End-cap,11.85,11.0,No,Medium,Families,Clothing,No,867,0.85,1.0773,Low,Low
143462,End-cap,33.11,29.2,No,High,Seniors,Food,No,2329,3.91,1.1339,High,High
125637,Front of Store,24.67,21.83,No,Low,Seniors,Clothing,Yes,1797,2.84,1.1301,Medium,Medium
115827,End-cap,8.9,5.4,Yes,Medium,Families,Clothing,Yes,2636,3.5,1.6481,Low,High
183225,End-cap,37.72,37.14,Yes,Low,Young adults,Food,No,2659,0.58,1.0156,High,High
133283,Aisle,30.44,28.74,Yes,High,Young adults,Electronics,No,1937,1.7,1.0592,High,Medium
164389,Front of Store,23.18,19.44,No,Low,Families,Electronics,Yes,946,3.74,1.1924,Medium,Low
163108,Aisle,9.48,8.56,No,Low,Seniors,Clothing,Yes,2015,0.92,1.1075,Low,High
160121,Aisle,45.89,42.27,Yes,Medium,Young adults,Food,Yes,1826,3.62,1.0856,High,Medium
141116,Front of Store,13.57,13.42,Yes,Low,College students,Clothing,Yes,2175,0.15,1.0112,Low,High
157901,End-cap,44.95,44.81,Yes,High,Seniors,Clothing,No,2429,0.14,1.0031,High,High
165017,Aisle,29.79,28.21,Yes,Medium,Seniors,Food,Yes,2257,1.58,1.056,Medium,High
165689,End-cap,41.01,39.78,No,Medium,Families,Food,No,696,1.23,1.0309,High,Low
172370,End-cap,49.94,48.76,No,High,Young adults,Food,No,1789,1.18,1.0242,High,Medium
149539,End-cap,6.23,4.53,No,Medium,Seniors,Electronics,No,2203,1.7,1.3753,Low,High
149127,Front of Store,46.45,45.65,No,High,Young adults,Food,No,2727,0.8,1.0175,High,High
199887,Front of Store,29.76,29.19,No,High,Seniors,Food,Yes,1109,0.57,1.0195,Medium,Medium
166103,End-cap,21.8,21.43,Yes,Low,Young adults,Clothing,Yes,2428,0.37,1.0173,Medium,High
144850,Front of Store,25.49,24.92,No,Medium,Seniors,Food,No,2190,0.57,1.0229,Medium,High
139746,Aisle,14.04,11.23,Yes,High,Young adults,Food,Yes,699,2.81,1.2502,Low,Low
177685,Aisle,29.68,28.94,No,Low,Young adults,Food,No,2204,0.74,1.0256,Medium,High
166728,Aisle,25.92,23.68,Yes,High,College students,Electronics,No,542,2.24,1.0946,Medium,Low
116065,Front of Store,36.88,35.72,Yes,Medium,Seniors,Food,Yes,2912,1.16,1.0325,High,High
110033,Front of Store,40.15,39.38,Yes,Low,Families,Electronics,Yes,1998,0.77,1.0196,High,Medium
164617,Front of Store,41.6,38.19,Yes,High,Seniors,Electronics,No,577,3.41,1.0893,High,Low
112314,Aisle,42.47,41.94,Yes,Low,College students,Electronics,No,1370,0.53,1.0126,High,Medium
130671,End-cap,35.95,31.23,Yes,Low,Seniors,Electronics,No,2432,4.72,1.1511,High,High
176094,End-cap,32.37,28.91,Yes,High,Families,Electronics,No,1506,3.46,1.1197,High,Medium
133227,Front of Store,13.73,10.09,Yes,High,Seniors,Food,Yes,1911,3.64,1.3608,Low,Medium
170530,Aisle,34.86,33.16,Yes,High,College students,Food,Yes,880,1.7,1.0513,High,Low
195782,Front of Store,22.2,18.07,No,Medium,Seniors,Clothing,No,2748,4.13,1.2286,Medium,High
113054,End-cap,32.09,28.27,Yes,Medium,Young adults,Food,No,1705,3.82,1.1351,High,Medium
198313,Aisle,33.95,33.43,No,Medium,Families,Food,Yes,1298,0.52,1.0156,High,Medium
158628,End-cap,22.29,17.88,Yes,High,Seniors,Clothing,Yes,708,4.41,1.2466,Medium,Low
154165,Aisle,30.33,30.04,No,High,Seniors,Electronics,Yes,1887,0.29,1.0097,High,Medium
122473,Aisle,32.2,31.52,No,Medium,Seniors,Clothing,Yes,1604,0.68,1.0216,High,Medium
150408,End-cap,31.86,27.95,Yes,Low,College students,Food,Yes,1603,3.91,1.1399,High,Medium
178253,Aisle,13.82,9.57,No,Low,College students,Clothing,Yes,2609,4.25,1.4441,Low,High
182211,End-cap,6.38,5.8,No,Medium,Families,Clothing,Yes,1956,0.58,1.1,Low,Medium
157396,Front of Store,7.24,4.3,Yes,High,College students,Clothing,No,1929,2.94,1.6837,Low,Medium
152736,Aisle,6.99,4.25,Yes,Low,Seniors,Electronics,No,570,2.74,1.6447,Low,Low
168051,Aisle,13.03,9.96,No,High,Young adults,Electronics,Yes,1680,3.07,1.3082,Low,Medium
119648,Aisle,31.46,28.87,No,Medium,College students,Clothing,No,2356,2.59,1.0897,High,High
130206,Aisle,37.16,32.19,Yes,Low,College students,Electronics,No,2510,4.97,1.1544,High,High
153501,Aisle,29.56,29.41,Yes,Medium,Families,Clothing,Yes,1103,0.15,1.0051,Medium,Medium
196059,Aisle,43.14,38.22,No,High,Seniors,Clothing,No,1692,4.92,1.1287,High,Medium
153655,Aisle,6.98,3.65,Yes,Low,Young adults,Clothing,No,2949,3.33,1.9123,Low,High
191803,Front of Store,22.04,18.39,Yes,Medium,Young adults,Electronics,Yes,1956,3.65,1.1985,Medium,Medium
145992,Front of Store,5.25,4.12,Yes,Low,College students,Electronics,No,1519,1.13,1.2743,Low,Medium
118967,End-cap,7.93,4.75,Yes,High,Young adults,Electronics,No,777,3.18,1.6695,Low,Low
125062,End-cap,45.23,43.36,No,High,College students,Food,No,768,1.87,1.0431,High,Low
165448,End-cap,46.61,41.87,Yes,High,Families,Clothing,Yes,1294,4.74,1.1132,High,Medium
160827,End-cap,25.91,21.37,No,Low,Seniors,Electronics,Yes,2555,4.54,1.2124,Medium,High
125378,Aisle,23.53,22.66,Yes,Medium,Young adults,Electronics,No,1770,0.87,1.0384,Medium,Medium
185547,Aisle,33.88,32.2,Yes,High,College students,Food,Yes,2933,1.68,1.0522,High,High
191475,Aisle,29.88,26.09,No,High,Seniors,Clothing,No,1808,3.79,1.1453,Medium,Medium
193605,Front of Store,5.18,1.25,No,Medium,Families,Electronics,Yes,960,3.93,4.144,Low,Low
193179,Front of Store,29.65,25.39,Yes,Low,Young adults,Electronics,Yes,2593,4.26,1.1678,Medium,High
131808,Front of Store,5.49,3.93,Yes,Medium,Young adults,Electronics,No,2071,1.56,1.3969,Low,High
134615,End-cap,46.83,43.95,No,High,Young adults,Electronics,Yes,2441,2.88,1.0655,High,High
142414,Aisle,47.21,43.5,Yes,High,Young adults,Clothing,No,2683,3.71,1.0853,High,High
152245,Aisle,30.79,28.5,No,High,Families,Clothing,No,1105,2.29,1.0804,High,Medium
186093,End-cap,42.17,41.97,No,High,College students,Clothing,Yes,1697,0.2,1.0048,High,Medium
123603,Aisle,23.26,19.02,Yes,High,Seniors,Electronics,No,2963,4.24,1.2229,Medium,High
178518,Front of Store,38.84,37.74,No,High,Families,Clothing,No,2200,1.1,1.0291,High,High
185924,Front of Store,5.84,1.86,Yes,High,College students,Electronics,No,2840,3.98,3.1398,Low,High
161426,End-cap,44.13,43.27,No,Low,Seniors,Food,No,1739,0.86,1.0199,High,Medium
179528,End-cap,40.14,36.2,No,Low,College students,Clothing,No,2999,3.94,1.1088,High,High
152881,Front of Store,27.34,22.81,Yes,Low,Seniors,Electronics,No,2971,4.53,1.1986,Medium,High
158853,Aisle,46.23,41.51,Yes,Low,College students,Food,No,793,4.72,1.1137,High,Low
186138,Aisle,33.23,30.17,No,Low,Young adults,Electronics,Yes,2641,3.06,1.1014,High,High
183223,Aisle,27.65,27.47,Yes,High,Young adults,Food,Yes,1171,0.18,1.0066,Medium,Medium
113169,Aisle,22.42,20.12,Yes,Low,Seniors,Clothing,No,2971,2.3,1.1143,Medium,High
138256,Front of Store,30.63,26.41,Yes,High,College students,Food,No,2188,4.22,1.1598,High,High
115815,End-cap,29.87,25.64,Yes,High,Seniors,Food,Yes,1287,4.23,1.165,Medium,Medium
162665,Aisle,27.54,27.44,Yes,Medium,Young adults,Electronics,Yes,1946,0.1,1.0036,Medium,Medium
164361,Aisle,11.57,8.19,Yes,High,Families,Clothing,Yes,1557,3.38,1.4127,Low,Medium
112551,Front of Store,12.44,9.74,No,Low,Families,Clothing,No,1060,2.7,1.2772,Low,Medium
184922,Aisle,49.7,47.27,Yes,Medium,College students,Electronics,Yes,2461,2.43,1.0514,High,High
159197,Front of Store,36.55,31.66,Yes,High,Young adults,Food,Yes,2745,4.89,1.1545,High,High
162972,Front of Store,25.44,21.24,Yes,Medium,Seniors,Food,Yes,1802,4.2,1.1977,Medium,Medium
194018,Front of Store,27.67,22.78,Yes,High,Seniors,Electronics,No,1024,4.89,1.2147,Medium,Medium
128043,Aisle,11.0,6.91,Yes,High,Young adults,Clothing,No,667,4.09,1.5919,Low,Low
194508,Front of Store,11.03,10.21,No,Medium,College students,Clothing,Yes,2691,0.82,1.0803,Low,High
125010,Front of Store,30.97,26.4,Yes,Low,College students,Clothing,No,533,4.57,1.1731,High,Low
157494,Aisle,21.68,19.1,Yes,Low,Seniors,Electronics,Yes,1410,2.58,1.1351,Medium,Medium
195774,End-cap,47.46,42.76,No,Low,Young adults,Clothing,No,2905,4.7,1.1099,High,High
133617,End-cap,34.49,32.89,No,Low,Seniors,Clothing,Yes,2881,1.6,1.0486,High,High
176459,Front of Store,39.72,36.86,No,High,Families,Electronics,No,657,2.86,1.0776,High,Low
138820,Aisle,5.85,2.03,Yes,Low,Seniors,Clothing,Yes,2975,3.82,2.8818,Low,High
152123,Front of Store,26.07,25.02,Yes,Low,Families,Clothing,No,955,1.05,1.042,Medium,Low
165842,Front of Store,40.62,37.68,No,High,Seniors,Clothing,Yes,633,2.94,1.078,High,Low
160474,Front of Store,10.3,6.83,Yes,Medium,College students,Electronics,Yes,1430,3.47,1.5081,Low,Medium
198462,End-cap,31.39,26.78,No,Medium,Seniors,Electronics,No,1779,4.61,1.1721,High,Medium
194843,Aisle,5.14,3.62,Yes,Medium,College students,Clothing,No,1324,1.52,1.4199,Low,Medium
150604,Aisle,25.89,22.26,Yes,Low,Families,Food,Yes,2694,3.63,1.1631,Medium,High
190418,End-cap,43.29,42.64,No,Medium,Young adults,Electronics,No,1341,0.65,1.0152,High,Medium
133094,Front of Store,29.18,28.36,Yes,Medium,College students,Food,Yes,2643,0.82,1.0289,Medium,High
189074,End-cap,5.9,1.5,Yes,Medium,College students,Food,Yes,1353,4.4,3.9333,Low,Medium
152783,Front of Store,44.43,43.93,Yes,Low,Young adults,Electronics,Yes,2839,0.5,1.0114,High,High
152215,Front of Store,22.4,19.66,No,Low,Young adults,Electronics,No,954,2.74,1.1394,Medium,Low
174676,Aisle,16.36,15.03,Yes,Medium,Families,Clothing,Yes,1509,1.33,1.0885,Medium,Medium
147821,Front of Store,26.3,24.58,No,Low,College students,Clothing,No,2420,1.72,1.07,Medium,High
113180,Aisle,47.71,46.97,Yes,Medium,Families,Electronics,No,2305,0.74,1.0158,High,High
147684,Aisle,32.67,30.34,No,Medium,College students,Clothing,No,914,2.33,1.0768,High,Low
110276,Aisle,34.75,30.57,Yes,Medium,Young adults,Food,Yes,893,4.18,1.1367,High,Low
119373,Aisle,8.72,5.39,Yes,Low,College students,Electronics,No,2757,3.33,1.6178,Low,High
130090,Aisle,13.15,12.98,Yes,Medium,Seniors,Electronics,No,905,0.17,1.0131,Low,Low
168451,Front of Store,10.27,7.41,No,High,College students,Electronics,No,1050,2.86,1.386,Low,Medium
196907,Aisle,17.35,17.17,Yes,Medium,Seniors,Clothing,Yes,2911,0.18,1.0105,Medium,High
153708,Aisle,12.05,9.59,Yes,High,Seniors,Clothing,No,541,2.46,1.2565,Low,Low
116949,End-cap,7.01,4.71,Yes,Low,College students,Food,No,926,2.3,1.4883,Low,Low
128184,Aisle,26.69,22.29,Yes,Low,Families,Food,No,527,4.4,1.1974,Medium,Low
190312,End-cap,41.92,37.02,Yes,Medium,Seniors,Electronics,Yes,2252,4.9,1.1324,High,High
195839,Aisle,43.89,39.28,Yes,Low,Families,Food,Yes,769,4.61,1.1174,High,Low
197080,Front of Store,40.24,37.9,Yes,Medium,Seniors,Clothing,Yes,2798,2.34,1.0617,High,High
126882,Aisle,8.71,6.89,No,Medium,College students,Clothing,Yes,2166,1.82,1.2642,Low,High
121683,End-cap,14.48,11.5,No,Low,College students,Clothing,Yes,1669,2.98,1.2591,Low,Medium
114466,Aisle,19.24,16.55,No,High,Young adults,Clothing,Yes,1056,2.69,1.1625,Medium,Medium
133423,Front of Store,43.91,42.82,Yes,Low,Seniors,Food,No,768,1.09,1.0255,High,Low
129345,Aisle,39.19,35.94,No,High,Families,Electronics,No,1227,3.25,1.0904,High,Medium
182298,Aisle,5.45,4.89,No,Low,Young adults,Clothing,No,2205,0.56,1.1145,Low,High
115099,End-cap,44.39,43.57,No,High,Families,Food,No,2749,0.82,1.0188,High,High
123677,End-cap,23.14,18.42,No,Low,College students,Clothing,Yes,1331,4.72,1.2562,Medium,Medium
156228,Front of Store,32.1,27.11,Yes,Medium,Young adults,Food,Yes,1972,4.99,1.1841,High,Medium
130446,End-cap,32.33,29.9,No,Medium,College students,Food,Yes,2827,2.43,1.0813,High,High
139743,Front of Store,43.33,38.66,No,High,College students,Food,Yes,1861,4.67,1.1208,High,Medium
137462,Front of Store,40.36,39.26,Yes,Low,Families,Electronics,Yes,2714,1.1,1.028,High,High
180388,Aisle,49.25,44.43,No,Medium,Seniors,Food,No,755,4.82,1.1085,High,Low
193975,Front of Store,43.94,43.83,Yes,High,College students,Clothing,Yes,1414,0.11,1.0025,High,Medium
126497,End-cap,34.13,34.11,No,Low,Young adults,Electronics,No,2838,0.02,1.0006,High,High
165072,End-cap,37.02,33.37,No,High,Seniors,Food,Yes,2150,3.65,1.1094,High,High
146446,Front of Store,35.56,30.73,No,High,Families,Electronics,No,2477,4.83,1.1572,High,High
174450,Front of Store,7.33,6.04,No,Medium,Young adults,Electronics,Yes,2651,1.29,1.2136,Low,High
130931,Aisle,42.63,41.03,Yes,High,Families,Electronics,No,2224,1.6,1.039,High,High
196440,Front of Store,24.41,21.22,No,High,Young adults,Clothing,No,2300,3.19,1.1503,Medium,High
113511,End-cap,21.22,19.82,Yes,Medium,Families,Clothing,Yes,2152,1.4,1.0706,Medium,High
163155,Aisle,14.59,13.38,No,Medium,Seniors,Electronics,No,2689,1.21,1.0904,Low,High
143152,Front of Store,14.78,10.6,Yes,Medium,Seniors,Electronics,No,2046,4.18,1.3943,Low,High
